,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,can_book_w/out_host_approval,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,days_avaialable_next_365days,house_rules,license #,last review 
53274,30424566,1 bedroom in newly renovated apartment,22548854298,0.0,Paola,Manhattan,Harlem,40.82365,-73.94245,United States,US,False,flexible,Private room,2008.0,598.0,120.0,1.0,24.0,2/18/2022,0.66,4.0,1.0,88.0,,,2022-02-18
53304,30441135,Selina Chelsea NYC - Standard Room,31186296474,0.0,Selina Chelsea,Manhattan,Chelsea,40.75139,-74.00395,United States,US,True,flexible,Private room,2011.0,633.0,127.0,1.0,124.0,2/18/2022,8.86,4.0,4.0,301.0,,,2022-02-18
53383,30484767,Private Bedroom in Manhattan,52316327720,0.0,Luz Maria,Manhattan,Washington Heights,40.8446,-73.93908,United States,US,True,flexible,Private room,2017.0,124.0,25.0,1.0,17.0,2/18/2022,6.07,5.0,6.0,160.0,,,2022-02-18
53465,30530056,NEW ! Chic Designer Blue,7926492754,0.0,Jack,Manhattan,Lower East Side,40.71424,-73.98639,United States,US,False,flexible,Private room,2007.0,476.0,95.0,3.0,178.0,2/17/2022,5.21,5.0,2.0,152.0,,,2022-02-17
53496,30547177,Hotel Room Queen/Queen Bright and Cozy,88108254769,1.0,Michelle,Manhattan,Chelsea,40.74775,-73.99206,United States,US,False,flexible,Private room,2010.0,92.0,18.0,1.0,32.0,2/17/2022,2.49,5.0,50.0,16.0,,,2022-02-17
53503,30551043,Sonder Chambers | Queen Room w/ Courtyard View,52650971285,1.0,Sonder (NYC),Manhattan,Midtown,40.76195,-73.97595,United States,US,False,flexible,Private room,2004.0,453.0,91.0,2.0,53.0,2/17/2022,4.69,4.0,54.0,364.0,,,2022-02-17
53542,30572583,Modern Private Room | Laundry/Gym,16168004279,1.0,Daria,Manhattan,Hell's Kitchen,40.75677,-73.99568,United States,US,False,flexible,Private room,2012.0,667.0,133.0,30.0,1.0,2/17/2022,1.0,5.0,55.0,262.0,,,2022-02-17
53584,30595779,Chelsea shared apartment,96753319059,1.0,Essam,Manhattan,Chelsea,40.74374,-74.00086,United States,US,False,flexible,Private room,2003.0,146.0,29.0,3.0,142.0,2/16/2022,1.81,5.0,1.0,73.0,,,2022-02-16
53612,30611244,New Chic Designer's Bedroom,1552809348,1.0,Jackie,Manhattan,Lower East Side,40.71255,-73.98564,United States,US,True,flexible,Private room,2020.0,758.0,152.0,2.0,183.0,2/16/2022,3.86,4.0,2.0,181.0,,,2022-02-16
53636,30624499,NEW! Chic Designer Vanilla,5534766687,1.0,Jack,Manhattan,Lower East Side,40.7147,-73.98625,United States,US,True,flexible,Private room,2008.0,244.0,49.0,3.0,136.0,2/16/2022,4.03,4.0,2.0,281.0,,,2022-02-16
53694,30656532,"Nice room for rent near ,Times Square",73992908653,1.0,Sonia,Manhattan,Midtown,40.75486,-73.98905,United States,US,True,flexible,Private room,2012.0,482.0,96.0,4.0,10.0,2/16/2022,1.48,4.0,1.0,83.0,,,2022-02-16
53712,30666474,Sonder Duane Street | Double Queen Room,52661453327,1.0,Sonder (NYC),Manhattan,Tribeca,40.7167,-74.00698,United States,US,True,flexible,Private room,2018.0,394.0,79.0,2.0,7.0,2/16/2022,2.02,4.0,54.0,353.0,,,2022-02-16
53753,30689118,"Studio Space, 10 minutes to Central Park and river",54135262669,1.0,Agata,Manhattan,Upper West Side,40.79055552,-73.980857,United States,US,True,flexible,Private room,2015.0,599.0,120.0,6.0,81.0,2/15/2022,1.14,5.0,2.0,309.0,,,2022-02-15
53874,30755946,Water View King Bed Hotel Room,9139651809,0.0,Justin,Manhattan,Financial District,40.70591,-74.00571,United States,US,False,flexible,Private room,2009.0,132.0,26.0,1.0,29.0,2/15/2022,1.91,5.0,102.0,22.0,,,2022-02-15
53879,30758708,Water View King Bed Hotel Room,80673834472,0.0,Justin,Manhattan,Financial District,40.70621,-74.00397,United States,US,False,flexible,Private room,2022.0,738.0,148.0,1.0,55.0,2/15/2022,3.63,5.0,102.0,15.0,,,2022-02-15
53914,30778038,Lower East Side private room,51934624422,1.0,Kylie,Manhattan,Lower East Side,40.71987,-73.99094,United States,US,False,flexible,Private room,2021.0,493.0,99.0,3.0,15.0,2/15/2022,1.91,4.0,5.0,60.0,,,2022-02-15
53929,30786323,New York's newest and best hotel!,83425727949,1.0,Bill,Manhattan,Midtown,40.750374,-73.983665,United States,US,True,flexible,Private room,2003.0,487.0,97.0,1.0,16.0,2/15/2022,2.76,4.0,23.0,20.0,,,2022-02-15
53959,30802892,Private Apartment/ Shared Bathroom 819,55362366902,1.0,Raquel,Manhattan,Midtown,40.74656,-73.98688,United States,US,False,flexible,Private room,2015.0,177.0,35.0,1.0,1.0,2/15/2022,1.0,5.0,53.0,79.0,,,2022-02-15
54034,30844314,(FV) Sunny Private room Central Harlem,82753878488,1.0,J,Manhattan,Harlem,40.81147,-73.94077,United States,US,False,flexible,Private room,2007.0,317.0,63.0,4.0,101.0,2/14/2022,1.42,5.0,2.0,162.0,,,2022-02-14
54151,30908933,Water View King Bed Hotel Room,24217838311,0.0,Justin,Manhattan,Financial District,40.70463,-74.00544,United States,US,False,flexible,Private room,2004.0,595.0,119.0,1.0,100.0,2/14/2022,6.48,4.0,102.0,16.0,,,2022-02-14
54183,30926607,Room in a great location close to Central Park,86185095604,0.0,Zhanyl,Manhattan,Morningside Heights,40.80299,-73.9638,United States,US,True,flexible,Private room,2022.0,652.0,130.0,2.0,22.0,2/14/2022,3.13,5.0,3.0,75.0,,,2022-02-14
54336,31011109,Women only -Peaceful & cozy room - 37th street!,95659227456,1.0,Yuko,Manhattan,Hell's Kitchen,40.75574,-73.99776,United States,US,True,flexible,Private room,2022.0,487.0,97.0,4.0,61.0,2/13/2022,1.13,5.0,3.0,40.0,,,2022-02-13
54354,31021050,"Two double beds, New York, Chinatown",31324180198,0.0,Amiee,Manhattan,Two Bridges,40.7127,-73.99711,United States,US,True,flexible,Private room,2007.0,523.0,105.0,1.0,157.0,2/13/2022,3.45,5.0,8.0,78.0,,,2022-02-13
54401,31047008,"1 min walk to Times Square,Share Apt, Amazing View",55488679635,1.0,Daniela,Manhattan,Theater District,40.75983,-73.98777,United States,US,False,flexible,Private room,2011.0,495.0,99.0,3.0,81.0,2/13/2022,2.89,5.0,2.0,232.0,,,2022-02-13
54446,31071862,Beautiful 2 Double Bed Hotel Room,84118623045,1.0,Justin,Manhattan,Financial District,40.70647,-74.00543,United States,US,False,flexible,Private room,2007.0,398.0,80.0,1.0,33.0,2/13/2022,2.24,5.0,102.0,35.0,,,2022-02-13
54450,31074071,Beautiful 2 Double Bed Hotel Room,45745269915,0.0,Justin,Manhattan,Financial District,40.70644,-74.00579,United States,US,True,flexible,Private room,2012.0,317.0,63.0,1.0,59.0,2/13/2022,3.77,4.0,102.0,26.0,,,2022-02-13
54477,31088983,Hotel Room King Bed Bright and Cozy,71584100806,1.0,Michelle,Manhattan,Chelsea,40.74756,-73.99113,United States,US,True,flexible,Private room,2021.0,163.0,33.0,1.0,12.0,2/13/2022,0.99,4.0,50.0,28.0,,,2022-02-13
54484,31092849,Hotel Room Queen/Queen Beds Chelsea,41615067517,1.0,Michelle,Manhattan,Chelsea,40.74571,-73.99106,United States,US,True,flexible,Private room,2010.0,642.0,128.0,1.0,25.0,2/13/2022,2.14,5.0,50.0,29.0,,,2022-02-13
54494,31098372,Time SQ Boutique Hotel Charming Suite,87098192313,0.0,Blake,Manhattan,Hell's Kitchen,40.76142,-73.98719,United States,US,True,flexible,Private room,2014.0,121.0,24.0,1.0,14.0,2/13/2022,1.31,4.0,66.0,357.0,,,2022-02-13
54539,31123226,Times Sq & Central Park Queen Suite Boutique Hotel,35276382261,0.0,Blake,Manhattan,Midtown,40.76372,-73.97554,United States,US,False,flexible,Private room,2022.0,620.0,124.0,1.0,11.0,2/13/2022,1.69,4.0,66.0,346.0,,,2022-02-13
54567,31138690,Cozy Hotel in the heart of Chelsea,28631793366,,Chris,Manhattan,Chelsea,40.748581,-73.995651,United States,US,False,flexible,Private room,2005.0,469.0,94.0,1.0,43.0,2/13/2022,7.05,5.0,13.0,330.0,,,2022-02-13
54593,31153050,Central Park Is Around The Corner,85697571393,0.0,Richard,Manhattan,Upper West Side,40.80044,-73.95991,United States,US,False,flexible,Private room,2019.0,252.0,50.0,2.0,9.0,2/13/2022,2.14,4.0,56.0,324.0,,,2022-02-13
54686,31204414,Downtown Spacious Queen Bedroom + Work Station,52059414858,1.0,Jayu,Manhattan,Civic Center,40.71321,-73.99935,United States,US,True,flexible,Private room,2014.0,463.0,93.0,3.0,215.0,2/12/2022,4.49,5.0,1.0,28.0,,,2022-02-12
54807,31271242,Master Bedroom - Unbelievably RARE Penthouse Oasis,70155414863,1.0,Nader,Manhattan,Lower East Side,40.71724,-73.99054,United States,US,False,flexible,Private room,2007.0,150.0,30.0,6.0,42.0,2/11/2022,0.51,4.0,1.0,49.0,,,2022-02-11
54813,31274556,Home Away from Home-Room in Midtown,74684270240,1.0,Marco,Manhattan,Hell's Kitchen,40.76511,-73.99419,United States,US,False,flexible,Private room,2006.0,153.0,31.0,3.0,281.0,2/11/2022,3.1,5.0,2.0,23.0,,,2022-02-11
54880,31311560,New York's newest and best hotel! King Bed,60247181694,0.0,Bill,Manhattan,Midtown,40.75144,-73.98419,United States,US,True,flexible,Private room,2019.0,269.0,54.0,1.0,26.0,2/11/2022,4.13,4.0,23.0,27.0,,,2022-02-11
55148,31459576,"Nolitan Hotel, Neighborhood Room",68819854347,1.0,Nolitan,Manhattan,Little Italy,40.71965,-73.99644,United States,US,True,flexible,Private room,2003.0,773.0,155.0,1.0,45.0,2/7/2022,2.44,4.0,3.0,302.0,,,2022-02-07
55164,31468413,Spacious comfortable clean room By Times Square,2562014097,0.0,Ebul,Manhattan,Hell's Kitchen,40.76286,-73.99103,United States,US,False,flexible,Private room,2007.0,662.0,132.0,5.0,31.0,2/7/2022,1.75,5.0,1.0,41.0,,,2022-02-07
55338,31564513,Deluxe Room #08 -  Furnished Studio Rentals,85502142326,1.0,Esplanade 99,Manhattan,Upper West Side,40.79636,-73.97179,United States,US,True,flexible,Private room,2020.0,724.0,145.0,30.0,1.0,2/6/2022,1.0,4.0,24.0,148.0,,,2022-02-06
55476,31640731,Private & Clean Full Apartment w/ Kitchen + Bath!,26316332952,0.0,Christina,Manhattan,Harlem,40.81935,-73.94284,United States,US,True,flexible,Private room,2021.0,419.0,84.0,1.0,41.0,2/5/2022,2.76,5.0,2.0,15.0,,,2022-02-05
55564,31689333,Nice private bedroom in Manhattan,6441493807,1.0,William,Manhattan,Washington Heights,40.84319,-73.93707,United States,US,False,flexible,Private room,2016.0,81.0,16.0,1.0,12.0,2/4/2022,0.78,4.0,4.0,2.0,,,2022-02-04
55568,31691542,"Nolitan Hotel, Balcony Room Accessible",43693864166,0.0,Nolitan,Manhattan,Nolita,40.72086,-73.99421,United States,US,False,flexible,Private room,2005.0,479.0,96.0,1.0,23.0,2/4/2022,1.78,5.0,3.0,214.0,,,2022-02-04
55569,31692095,Private Room Close To Everything - 09,37531623962,1.0,Richard,Manhattan,Upper West Side,40.80102,-73.96388,United States,US,False,flexible,Private room,2014.0,643.0,129.0,2.0,12.0,2/4/2022,1.07,5.0,56.0,244.0,,,2022-02-04
55633,31727442,New York's newest and best hotel!,31494327963,1.0,Bill,Manhattan,Midtown,40.75124,-73.98401,United States,US,True,flexible,Private room,2015.0,608.0,122.0,1.0,14.0,2/3/2022,2.27,4.0,23.0,20.0,,,2022-02-03
55685,31756162,IDEAL XL ROOM ON PRINCE STREET,82250481500,1.0,Rod,Manhattan,SoHo,40.72611,-74.00415,United States,US,True,flexible,Private room,2006.0,259.0,52.0,6.0,2.0,2/2/2022,0.9,5.0,6.0,361.0,,,2022-02-02
55746,31789852,Private room (bright and clean) Manhattan NYC,44666784452,1.0,Anna Chiara,Manhattan,East Harlem,40.80448,-73.94006,United States,US,False,flexible,Private room,2003.0,445.0,89.0,30.0,11.0,2/1/2022,0.23,4.0,4.0,42.0,,,2022-02-01
55804,31821885,138 Bowery-Modern King Studio,72352821859,0.0,Jeniffer,Manhattan,Lower East Side,40.72023,-73.99401,United States,US,True,flexible,Private room,2014.0,486.0,97.0,15.0,4.0,2/1/2022,0.32,5.0,51.0,47.0,,,2022-02-01
55846,31845082,Room for Two in Midtown West,84464865365,1.0,Grisel,Manhattan,Hell's Kitchen,40.76119,-73.99225,United States,US,True,flexible,Private room,2004.0,178.0,36.0,30.0,19.0,1/31/2022,0.16,5.0,2.0,332.0,,,2022-01-31
55862,31853919,Private Bedroom in Nice Apt. Near Riverside Park!,49551393732,0.0,Jeffrey,Manhattan,Harlem,40.82234,-73.95528,United States,US,False,flexible,Private room,2009.0,479.0,96.0,30.0,18.0,1/31/2022,0.19,5.0,2.0,155.0,,,2022-01-31
55870,31858337,Spacious Room in East Village Architect’s Home,82506894270,0.0,Sne,Manhattan,East Village,40.72737,-73.98936,United States,US,False,flexible,Private room,2019.0,606.0,121.0,1.0,556.0,1/31/2022,6.64,4.0,1.0,165.0,,,2022-01-31
56212,32047224,Private Apartment / Shared Bathroom 615,60540594413,1.0,Raquel,Manhattan,Midtown,40.74628,-73.98862,United States,US,True,flexible,Private room,2010.0,780.0,156.0,1.0,1.0,1/30/2022,0.86,5.0,53.0,34.0,,,2022-01-30
56224,32053851,cozy get away in broadway / 409,81700439805,0.0,Raquel,Manhattan,Midtown,40.7479,-73.9867,United States,US,True,flexible,Private room,2010.0,161.0,32.0,1.0,2.0,1/30/2022,1.43,4.0,53.0,78.0,,,2022-01-30
56278,32083675,Private bdr in 4 bdr unit: 2 min walk from Centra,9308481062,0.0,Nico,Manhattan,Harlem,40.79789,-73.95349,United States,US,True,flexible,Private room,2017.0,392.0,78.0,30.0,3.0,1/29/2022,0.72,5.0,2.0,338.0,,,2022-01-29
56300,32095826,"A Private Room  1 in a 2 Bedroom East Village, NYC",33003674078,0.0,Henriette,Manhattan,Lower East Side,40.72043,-73.98155,United States,US,False,flexible,Private room,2009.0,136.0,27.0,5.0,3.0,1/28/2022,0.07,4.0,1.0,308.0,,,2022-01-28
56340,32117918,Classic Petite #02 - Furnished Studio Rentals,7582552773,1.0,Esplanade 99,Manhattan,Upper West Side,40.79558,-73.97208,United States,US,False,flexible,Private room,2015.0,694.0,139.0,30.0,1.0,1/28/2022,0.81,4.0,24.0,35.0,,,2022-01-28
56391,32146085,Spacious private room Hells Kitchen,20495527707,0.0,Daria,Manhattan,Hell's Kitchen,40.75537,-73.994,United States,US,True,flexible,Private room,2016.0,133.0,27.0,30.0,1.0,1/27/2022,0.79,4.0,55.0,339.0,,,2022-01-27
56566,32242738,Beautiful modern room with private bathroom,90742909416,0.0,Darin,Manhattan,Gramercy,40.73558,-73.98181,United States,US,True,flexible,Private room,2003.0,171.0,34.0,1.0,160.0,1/23/2022,2.1,4.0,1.0,242.0,,,2022-01-23
56625,32275324,"Gild Hall, Luxury King Room and Complimentary WiFi",58480854756,0.0,Gild Hall,Manhattan,Financial District,40.70859,-74.00768,United States,US,False,flexible,Private room,2008.0,571.0,114.0,1.0,57.0,1/23/2022,3.49,4.0,9.0,286.0,,,2022-01-23
56632,32279190,TRYP by Wyndham - Sleeps 6 - Hudson Yards,53852394611,1.0,Vk,Manhattan,Hell's Kitchen,40.75279,-73.99365,United States,US,True,flexible,Private room,2016.0,199.0,40.0,1.0,21.0,1/23/2022,2.01,5.0,26.0,58.0,,,2022-01-23
56751,32344913,West 48th Times Square Boutique Hotel Private Gem.,70207201754,0.0,Blake,Manhattan,Hell's Kitchen,40.76165,-73.98707,United States,US,True,flexible,Private room,2006.0,788.0,158.0,1.0,1.0,1/22/2022,0.7,5.0,66.0,364.0,,,2022-01-22
56766,32353198,Perfectly Located Private Room By Central Park,96900181051,1.0,Isabel,Manhattan,Upper West Side,40.79809,-73.96305,United States,US,True,flexible,Private room,2009.0,410.0,82.0,2.0,25.0,1/21/2022,0.37,4.0,3.0,140.0,,,2022-01-21
56922,32439357,LONG/short TERM Room/Columbia University-Hudson,19936676999,0.0,Eddie&Vlad,Manhattan,Harlem,40.8202,-73.95519,United States,US,True,flexible,Private room,2011.0,169.0,34.0,1.0,25.0,1/18/2022,0.68,4.0,8.0,262.0,,,2022-01-18
56959,32459792,Empire State Building Views!!!!,47045544350,0.0,Loydeen,Manhattan,East Harlem,40.80276,-73.93789,United States,US,True,flexible,Private room,2012.0,274.0,55.0,3.0,23.0,1/17/2022,0.31,4.0,3.0,123.0,,,2022-01-17
56972,32466972,"East Village, private room with free breakfast",55976067522,1.0,Adi And Evangel,Manhattan,East Village,40.72628,-73.98782,United States,US,True,flexible,Private room,2022.0,620.0,124.0,1.0,67.0,1/17/2022,1.1,5.0,2.0,72.0,,,2022-01-17
57146,32563072,Standard Charm Suite at Times SQ Boutique Hotel,57500390612,1.0,Blake,Manhattan,Hell's Kitchen,40.7617,-73.98696,United States,US,False,flexible,Private room,2004.0,751.0,150.0,1.0,19.0,1/16/2022,2.08,5.0,66.0,354.0,,,2022-01-16
57165,32573566,THE #1 HARLEM BROWNSTONE PARTY VENUE FOR RENT,87504191359,1.0,Sidney,Manhattan,Morningside Heights,40.81004,-73.95553,United States,US,True,flexible,Private room,2012.0,245.0,49.0,2.0,1.0,1/16/2022,0.61,5.0,3.0,89.0,,,2022-01-16
57167,32574670,Cozy Midtown East Apartment - Huge living room,37606570722,1.0,Sirine,Manhattan,Midtown,40.75641,-73.96523,United States,US,False,flexible,Private room,2006.0,455.0,91.0,10.0,3.0,1/16/2022,0.97,5.0,1.0,51.0,,,2022-01-16
57182,32582955,HOME AWAY FROM HOME,73296770502,1.0,Lilly,Manhattan,Harlem,40.79818,-73.95336,United States,US,True,flexible,Private room,2018.0,429.0,86.0,30.0,7.0,1/15/2022,0.07,5.0,2.0,70.0,,,2022-01-15
57279,32636528,Midtown west Hotel (First Floor queen),34248108700,1.0,Joe,Manhattan,Chelsea,40.75057,-73.9965,United States,US,False,flexible,Private room,2006.0,455.0,91.0,1.0,16.0,1/15/2022,2.76,4.0,23.0,1.0,,,2022-01-15
57311,32654201,DOUBLE SHARED BATHROOM,93915029653,1.0,Reservation Desk,Manhattan,Gramercy,40.73492,-73.98454,United States,US,True,flexible,Private room,2006.0,521.0,104.0,30.0,8.0,1/14/2022,0.19,5.0,14.0,327.0,,,2022-01-14
57461,32737046,Lovely Loft Apt in Historic uptown neighborhood! 🏠,48865991859,0.0,Mario,Manhattan,Harlem,40.82728,-73.94575,United States,US,True,flexible,Private room,2015.0,593.0,119.0,2.0,258.0,1/11/2022,4.91,5.0,1.0,77.0,,,2022-01-11
57620,32824862,Georgian Studio in the Heart of Chelsea,36134661005,0.0,Chelsea Inn Hotel,Manhattan,Chelsea,40.73932,-73.99545,United States,US,False,flexible,Private room,2004.0,210.0,42.0,1.0,215.0,1/9/2022,7.6,5.0,6.0,353.0,,,2022-01-09
57645,32838670,Spacious + Charming Unit in Sugar Hill,77028631282,1.0,,Manhattan,Harlem,40.82814,-73.93842,United States,US,True,flexible,Private room,2018.0,738.0,148.0,30.0,2.0,1/9/2022,0.13,4.0,45.0,220.0,,,2022-01-09
57646,32839222,Beautiful 2 Double Bed Hotel Room,93559175521,1.0,Justin,Manhattan,Financial District,40.70659,-74.00436,United States,US,False,flexible,Private room,2011.0,751.0,150.0,1.0,42.0,1/9/2022,2.9,5.0,102.0,46.0,,,2022-01-09
57705,32871808,Manhattan Cute Cozy Beach-themed Room on Hudson,57604297458,1.0,Chip,Manhattan,Harlem,40.82816,-73.95375,United States,US,True,flexible,Private room,2021.0,282.0,56.0,30.0,17.0,1/8/2022,0.29,4.0,3.0,123.0,,,2022-01-08
57718,32878987,EXTRA LARGE  Room close to Midtown,80340834867,0.0,Marlon,Manhattan,East Harlem,40.79962,-73.94206,United States,US,True,flexible,Private room,2012.0,655.0,131.0,4.0,11.0,1/8/2022,0.86,4.0,11.0,0.0,,,2022-01-08
57866,32960728,"MidtownEast,Furnished, Large,Sunny",83451246912,0.0,Nik,Manhattan,Upper East Side,40.76002,-73.95998,United States,US,False,flexible,Private room,2014.0,119.0,24.0,30.0,26.0,1/6/2022,0.23,4.0,1.0,228.0,,,2022-01-06
57897,32977849,LOWER EAST SIDE (private room),42373381376,1.0,Ignacio,Manhattan,Lower East Side,40.71623,-73.98541,United States,US,False,flexible,Private room,2016.0,213.0,43.0,2.0,12.0,1/6/2022,0.3,5.0,1.0,88.0,,,2022-01-06
57909,32984477,Large lovely bedroom near Central Park,2163637941,0.0,Jacqueline,Manhattan,East Harlem,40.78977,-73.94731,United States,US,False,flexible,Private room,2016.0,533.0,107.0,5.0,4.0,1/6/2022,0.14,4.0,1.0,319.0,,,2022-01-06
57997,33033079,Sunny Bedroom Steps to Subway & Central Park,70248668092,1.0,Mante,Manhattan,East Harlem,40.79681,-73.94515,United States,US,False,flexible,Private room,2007.0,273.0,55.0,5.0,95.0,1/5/2022,1.66,5.0,1.0,87.0,,,2022-01-05
58111,33096041,"Gorgeous Single Room in Chelsea, Manhattan!",41570388659,0.0,Daniel,Manhattan,Chelsea,40.743458,-73.998512,United States,US,False,flexible,Private room,2004.0,56.0,11.0,6.0,1.0,1/5/2022,0.5,4.0,4.0,365.0,,,2022-01-05
58129,33105983,Sunny Room in Lower East Side Apt!,82194652348,0.0,Cheryl,Manhattan,Lower East Side,40.71251,-73.98833,United States,US,True,flexible,Private room,2013.0,152.0,30.0,6.0,35.0,1/4/2022,0.38,4.0,1.0,251.0,,,2022-01-04
58187,33138016,1 Bedroom for rent in -Gorgeous 3bd  Harlem Apt.,97991838907,1.0,Zaza,Manhattan,East Harlem,40.79523,-73.93094,United States,US,False,flexible,Private room,2020.0,433.0,87.0,2.0,58.0,1/4/2022,1.06,4.0,1.0,90.0,,,2022-01-04
58221,33156794,MODERN & STYLISH GEM 15 MINS FROM TIMES SQUARE!,78239630719,0.0,Angelo,Manhattan,Harlem,40.82955,-73.94221,United States,US,False,flexible,Private room,2015.0,531.0,106.0,2.0,2.0,1/4/2022,0.82,5.0,2.0,90.0,,,2022-01-04
58373,33240744,Beautiful bedroom in new doorman bldg.  in Harlem,84459492169,1.0,Sheldon,Manhattan,Harlem,40.82643,-73.94208,United States,US,False,flexible,Private room,2009.0,141.0,28.0,1.0,9.0,1/3/2022,0.29,5.0,1.0,52.0,,,2022-01-03
58478,33298735,Bienvenidos a casa,76430256584,1.0,Jose,Manhattan,Washington Heights,40.834,-73.93959,United States,US,True,flexible,Private room,2005.0,575.0,115.0,2.0,64.0,1/3/2022,1.82,5.0,1.0,142.0,,,2022-01-03
58485,33302602,Best Deal: Spacious Room in Prime LES Street,56619769965,1.0,A.G.,Manhattan,Lower East Side,40.71647,-73.98861,United States,US,False,flexible,Private room,2010.0,791.0,158.0,5.0,3.0,1/3/2022,0.1,5.0,2.0,167.0,,,2022-01-03
58532,33328560,Sunny Manhattan Room. By everything with King Bed,13260982897,1.0,Angela,Manhattan,Inwood,40.86703,-73.92732,United States,US,True,flexible,Private room,2003.0,234.0,47.0,3.0,18.0,1/3/2022,1.46,4.0,3.0,84.0,,,2022-01-03
58546,33336292,"Great New York Escape! Near Empire State Building, Dining Lounge, Soho Shopping!",38217392099,0.0,RoomPicks,Manhattan,Midtown,40.75187,-73.98424,United States,US,True,flexible,Private room,2004.0,492.0,98.0,1.0,1.0,1/3/2022,0.48,5.0,80.0,363.0,,,2022-01-03
58579,33354518,Queen Room close to TSq,35072498838,0.0,Kristina,Manhattan,Hell's Kitchen,40.75673,-73.99345,United States,US,False,flexible,Private room,2003.0,755.0,151.0,5.0,6.0,1/3/2022,0.78,4.0,67.0,359.0,,,2022-01-03
58769,33459455,Huge Bedroom in Upper Manhattan - Near A&1 Subway!,67516197359,0.0,Jeff,Manhattan,Inwood,40.86409,-73.92178,United States,US,True,flexible,Private room,2014.0,463.0,93.0,2.0,184.0,1/2/2022,2.58,4.0,1.0,364.0,,,2022-01-02
58836,33496459,Humble Home in Harlem,83663927635,1.0,Jay,Manhattan,Harlem,40.81458,-73.94304,United States,US,True,flexible,Private room,2003.0,681.0,136.0,3.0,17.0,1/2/2022,0.41,4.0,1.0,0.0,,,2022-01-02
58985,33578752,Prime Location- PLEASE READ!!!!!!,88629192053,0.0,Giovanna,Manhattan,Upper East Side,40.76097,-73.96213,United States,US,False,flexible,Private room,2012.0,124.0,25.0,1.0,15.0,1/2/2022,2.81,4.0,1.0,67.0,,,2022-01-02
59087,33635086,Master Bedroom in Quiet Midtown Unit,56845414011,0.0,J,Manhattan,Hell's Kitchen,40.75744,-73.99308,United States,US,False,flexible,Private room,2010.0,260.0,52.0,4.0,10.0,1/2/2022,1.21,4.0,3.0,58.0,,,2022-01-02
59091,33637295,"Private room in Manhattan, New york City",74917205601,1.0,Samir,Manhattan,Harlem,40.81926,-73.94216,United States,US,False,flexible,Private room,2006.0,213.0,43.0,4.0,5.0,1/2/2022,0.76,4.0,1.0,76.0,,,2022-01-02
59122,33654417,"Hudson Yards Room, 63F3",71006308673,1.0,Hudson,Manhattan,Hell's Kitchen,40.7547,-73.99825,United States,US,True,flexible,Private room,2016.0,779.0,156.0,30.0,1.0,1/2/2022,0.48,5.0,22.0,178.0,,,2022-01-02
59323,33765429,Cozy  room at trendy Lower east side,90616397033,1.0,Dor,Manhattan,Chinatown,40.7175,-73.99177,United States,US,False,flexible,Private room,2003.0,279.0,56.0,4.0,153.0,1/1/2022,1.92,4.0,3.0,129.0,,,2022-01-01
59333,33770952,La Sienna Guesthouse Serene Setting,58895193379,0.0,Yvette,Manhattan,Harlem,40.80766,-73.95199,United States,US,True,flexible,Private room,2014.0,121.0,24.0,5.0,5.0,1/1/2022,0.32,4.0,7.0,83.0,,,2022-01-01
59342,33775923,"Charming ,cozy private bedroom",85388232212,1.0,Yahaira,Manhattan,Washington Heights,40.83932,-73.94554,United States,US,True,flexible,Private room,2022.0,580.0,116.0,2.0,139.0,1/1/2022,2.19,5.0,2.0,270.0,,,2022-01-01
59461,33841646,Quite Room Walking Distance to Yankee Stadium,88329667450,1.0,Rise,Manhattan,Harlem,40.82232,-73.93864,United States,US,False,flexible,Private room,2014.0,78.0,16.0,4.0,3.0,1/1/2022,0.68,5.0,2.0,0.0,,,2022-01-01
59506,33866500,The Paul Hotel Luxury with 2 Queen Beds,23999993776,0.0,Vk,Manhattan,Midtown,40.74713,-73.98891,United States,US,False,flexible,Private room,2007.0,732.0,146.0,1.0,30.0,1/1/2022,1.81,4.0,26.0,52.0,,,2022-01-01
59509,33868157,La Sienna Private Room in a  Pre-war Brownstone #4,91411619953,0.0,Yvette,Manhattan,Harlem,40.80968,-73.9497,United States,US,False,flexible,Private room,2018.0,433.0,87.0,5.0,18.0,1/1/2022,1.11,5.0,7.0,62.0,,,2022-01-01
59535,33882517,Explore NYC- 31,61656665282,0.0,Richard,Manhattan,Morningside Heights,40.80429,-73.96561,United States,US,True,flexible,Private room,2007.0,683.0,137.0,2.0,16.0,1/1/2022,1.52,5.0,56.0,167.0,,,2022-01-01
59553,33892458,TRYP by Wyndham -Times Square/Hudson yard- sleeps4,85629220356,0.0,Vk,Manhattan,Hell's Kitchen,40.75474,-73.99436,United States,US,False,flexible,Private room,2005.0,423.0,85.0,1.0,12.0,1/1/2022,1.35,4.0,26.0,59.0,,,2022-01-01
59585,33910132,"Cozy, comfortable and spacious semi-private room!",28957101935,0.0,Eddy,Manhattan,Washington Heights,40.84958,-73.92866,United States,US,False,flexible,Private room,2011.0,208.0,42.0,2.0,14.0,1/1/2022,2.25,5.0,2.0,102.0,,,2022-01-01
